epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
114,1692.56,0.75707,0.48411,0.9408,0.83785,0.91228,0.92172,0.47689,1.54243,0.69444,1.39262,0.0005084,0.0005084,0.0005084
115,1705.51,0.72143,0.46601,0.93477,0.83815,0.90856,0.92257,0.479,1.55407,0.70322,1.39492,0.0004952,0.0004952,0.0004952
116,1717.21,0.74767,0.47919,0.93814,0.86635,0.90981,0.93655,0.48682,1.56003,0.73042,1.40128,0.000482,0.000482,0.000482
117,1730.7,0.73908,0.47657,0.92833,0.88315,0.85965,0.90178,0.45971,1.57283,0.73654,1.42839,0.0004688,0.0004688,0.0004688
118,1743.58,0.7643,0.4772,0.93508,0.8962,0.9089,0.92861,0.48274,1.55945,0.72904,1.41557,0.0004556,0.0004556,0.0004556
119,1757.11,0.75394,0.45947,0.93171,0.88118,0.9108,0.93313,0.48925,1.54399,0.70118,1.39231,0.0004424,0.0004424,0.0004424
120,1769,0.68117,0.45411,0.92458,0.86405,0.89209,0.92674,0.47236,1.52904,0.7305,1.3865,0.0004292,0.0004292,0.0004292
121,1782.59,0.74985,0.47919,0.93083,0.89651,0.9119,0.92486,0.49238,1.49446,0.70056,1.3712,0.000416,0.000416,0.000416
122,1797.32,0.73723,0.45756,0.93418,0.87917,0.89356,0.9113,0.47744,1.53864,0.69949,1.36016,0.0004028,0.0004028,0.0004028
123,1810.34,0.70801,0.45697,0.91326,0.89305,0.91228,0.91895,0.44107,1.57399,0.69592,1.42254,0.0003896,0.0003896,0.0003896
124,1826.33,0.68761,0.44973,0.92434,0.89479,0.91228,0.91365,0.46281,1.50569,0.66456,1.3831,0.0003764,0.0003764,0.0003764
125,1844.33,0.72649,0.45721,0.92498,0.8745,0.85579,0.86952,0.45418,1.52092,0.67199,1.39559,0.0003632,0.0003632,0.0003632
126,1858.99,0.69772,0.44307,0.90956,0.87006,0.93988,0.92655,0.46789,1.50658,0.67946,1.33798,0.00035,0.00035,0.00035
127,1876.14,0.726,0.46067,0.93662,0.88895,0.91228,0.91239,0.46836,1.48416,0.67551,1.33152,0.0003368,0.0003368,0.0003368
128,1893.32,0.67836,0.44022,0.91539,0.88063,0.9061,0.90147,0.45179,1.56709,0.70393,1.37095,0.0003236,0.0003236,0.0003236
129,1908.3,0.67151,0.4311,0.90851,0.86651,0.91228,0.89643,0.44707,1.50952,0.68566,1.34696,0.0003104,0.0003104,0.0003104
130,1923.24,0.69189,0.44988,0.91099,0.8443,0.89474,0.88826,0.44515,1.5207,0.71069,1.36944,0.0002972,0.0002972,0.0002972
131,1936.45,0.67289,0.43863,0.90168,0.84903,0.89474,0.87084,0.44868,1.52415,0.72703,1.3711,0.000284,0.000284,0.000284
132,1949.18,0.67423,0.42655,0.9097,0.85199,0.90893,0.86893,0.44305,1.52713,0.72326,1.4003,0.0002708,0.0002708,0.0002708
133,1962.3,0.64183,0.4188,0.9053,0.8601,0.86293,0.87121,0.44784,1.51859,0.70468,1.39503,0.0002576,0.0002576,0.0002576
134,1978.62,0.66078,0.42485,0.89621,0.88079,0.90745,0.89995,0.47148,1.51018,0.69877,1.39021,0.0002444,0.0002444,0.0002444
135,1992.49,0.66581,0.43172,0.91142,0.89563,0.91228,0.91561,0.47988,1.49395,0.68416,1.36282,0.0002312,0.0002312,0.0002312
